,bikeid,checkout_time,duration_minutes,end_station_id,end_station_name,month,start_station_id,start_station_name,start_time,subscriber_type,trip_id,year,date,temp_high_F,temp_avg_F,temp_low_F,dew_point_high_F,dew_point_avg_F,dew_point_low_F,humidity_high_percent,humidity_avg_percent,humidity_low_percent,sea_level_pressure_high_inches,sea_level_pressure_avg_inches,sea_level_pressure_low_inches,visiblility_high_miles,visiblility_avg_miles,visiblility_low_miles,wind_high_MPH,wind_avg_MPH,wind_low_MPH,precipitaion_sum_inches,events
1301,801.0,9:53:22,8,2495,4th & Congress,2,2571,Red River & 8th Street,09:53:22,Walk Up,13684897,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1302,447.0,14:28:31,142,2574,Zilker Park,2,2574,Zilker Park,14:28:31,Walk Up,13687837,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1303,937.0,17:39:18,3,2566,Pfluger Bridge @ W 2nd Street,2,2501,5th & Bowie,17:39:18,Local365,13690812,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1304,850.0,15:36:50,75,2502,Barton Springs & Riverside,2,2707,Rainey St @ Cummings,15:36:50,Walk Up,13688999,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1305,421.0,1:40:05,4,2504,South Congress & Elizabeth,2,2570,South Congress & Academy,01:40:05,Local30,13682047,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1306,902.0,17:30:15,8,2570,South Congress & Academy,2,2502,Barton Springs & Riverside,17:30:15,Walk Up,13690710,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1307,252.0,15:02:14,50,3619,6th & Congress,2,2497,Capitol Station / Congress & 11th,15:02:14,Weekender,13688360,2017,2017-02-10,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
1308,969.0,16:13:10,53,2574,Zilker Park,5,2574,Zilker Park,16:13:10,Walk Up,10139706,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1309,78.0,20:25:30,8,3390,Brazos & 6th,5,2707,Rainey St @ Cummings,20:25:30,Local365,10146179,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1310,301.0,18:26:37,8,2499,City Hall / Lavaca & 2nd,5,2575,Riverside @ S. Lamar,18:26:37,Local30,10143844,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1311,329.0,19:38:25,27,2494,2nd & Congress,5,2544,East 6th & Pedernales St.,19:38:25,Walk Up,10145487,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1312,549.0,12:46:56,55,3292,East 4th & Chicon,5,3292,East 4th & Chicon,12:46:56,Walk Up,10136469,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1313,420.0,16:06:28,14,2539,Convention Center / 3rd & Trinity,5,2575,Riverside @ S. Lamar,16:06:28,Walk Up,10139543,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1314,709.0,18:16:29,13,2569,East 11th St. & San Marcos,5,2550,Republic Square @ Guadalupe & 4th St.,18:16:29,Local365,10143550,2016,2016-05-24,87,81,74,74,72,70,87,76,65,29.98,29.91,29.85,10,10,10,13,8,22,0, 
1315,572.0,17:57:43,12,2552,3rd & West,2,2496,8th & Congress,17:57:43,Local30 ($11 plus tax),8661008,2016,2016-02-04,59,47,34,28,23,19,75,49,23,30.55,30.46,30.41,10,10,10,8,3,12,0, 
1316,822.0,21:10:07,15,2563,Davis at Rainey Street,2,2565,Trinity & 6th Street,21:10:07,Weekender ($15 plus tax),8662023,2016,2016-02-04,59,47,34,28,23,19,75,49,23,30.55,30.46,30.41,10,10,10,8,3,12,0, 
1317,850.0,16:12:38,23,2537,West & 6th St.,9,2502,Barton Springs & Riverside,16:12:38,Walk Up,9900259308,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1318,938.0,22:12:53,13,2539,Convention Center / 3rd & Trinity,9,2563,Davis at Rainey Street,22:12:53,Walk Up,9900259494,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1319,158.0,6:12:00,4,2498,Convention Center / 4th St. @ MetroRail,9,2571,Red River & 8th Street,06:12:00,Local365,9900259729,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1320,983.0,22:12:25,18,2547,Guadalupe & 21st,9,2497,Capitol Station / Congress & 11th,22:12:25,Walk Up,9900259332,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1321,428.0,20:12:06,18,2565,Trinity & 6th Street,9,2566,Pfluger Bridge @ W 2nd Street,20:12:06,Walk Up,9900259388,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1322,664.0,17:12:07,46,2572,Barton Springs Pool,9,2549,Long Center @ South 1st & Riverside,17:12:07,Explorer,9900259566,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1323,396.0,12:12:57,39,2572,Barton Springs Pool,9,2822,East 6th at Robert Martinez,12:12:57,Walk Up,9900259519,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1324,877.0,22:12:58,19,2547,Guadalupe & 21st,9,2497,Capitol Station / Congress & 11th,22:12:58,Walk Up,9900259510,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1325,447.0,8:12:17,7,2499,City Hall / Lavaca & 2nd,9,2575,Riverside @ S. Lamar,08:12:17,Local365,9900259606,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1326,839.0,14:12:40,1,2550,Republic Square @ Guadalupe & 4th St.,9,2550,Republic Square @ Guadalupe & 4th St.,14:12:40,Local30,9900259670,2015,2015-09-18,96,86,75,73,70,61,94,64,33,29.96,29.88,29.79,10,10,10,12,6,18,0, 
1327,951.0,13:12:00,58,2567,Palmer Auditorium,2,2567,Palmer Auditorium,13:12:00,Walk Up,9900031306,2015,2015-02-13,70,55,39,44,38,32,79,58,37,30.38,30.31,30.22,10,10,10,10,2,15,0, 
1328,453.0,9:12:00,9,2494,2nd & Congress,2,2537,West & 6th St.,09:12:00,Local365,9900031149,2015,2015-02-13,70,55,39,44,38,32,79,58,37,30.38,30.31,30.22,10,10,10,10,2,15,0, 
1329,442.0,2:12:00,29,2496,8th & Congress,2,2496,8th & Congress,02:12:00,Walk Up,9900031123,2015,2015-02-13,70,55,39,44,38,32,79,58,37,30.38,30.31,30.22,10,10,10,10,2,15,0, 
1330,52.0,23:12:03,11,1008,Nueces @ 3rd,12,2501,5th & Bowie,23:12:03,Local365,9900352765,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1331,472.0,11:12:06,25,2566,Pfluger Bridge @ W 2nd Street,12,2572,Barton Springs Pool,11:12:06,Walk Up,9900352377,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1332,212.0,14:12:24,28,2707,Rainey St @ Cummings,12,3377,MoPac Pedestrian Bridge @ Veterans Drive,14:12:24,Walk Up,9900352397,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1333,545.0,3:12:45,277,2575,Riverside @ S. Lamar,12,2566,Pfluger Bridge @ W 2nd Street,03:12:45,Walk Up,9900352589,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1334,391.0,13:12:09,10,2563,Davis at Rainey Street,12,2498,Convention Center / 4th St. @ MetroRail,13:12:09,Walk Up,9900352608,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1335,864.0,13:12:16,80,1007,Lavaca & 6th,12,1007,Lavaca & 6th,13:12:16,Walk Up,9900352609,2015,2015-12-31,53,46,39,40,39,37,93,78,63,30.4,30.32,30.25,10,10,10,13,6,20,0, 
1336,440.0,2:01:02,28,2494,2nd & Congress,3,2495,4th & Congress,02:01:02,Walk Up,14101566,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1337,528.0,17:52:44,71,2711,Barton Springs @ Kinney Ave,3,2499,City Hall / Lavaca & 2nd,17:52:44,Walk Up,14110028,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1338,576.0,10:36:05,8,3294,Guadalupe & 6th,3,2566,Pfluger Bridge @ W 2nd Street,10:36:05,Local365+Guest Pass,14103076,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1339,528.0,21:18:31,9,2501,5th & Bowie,3,2711,Barton Springs @ Kinney Ave,21:18:31,Local365,14112013,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1340,326.0,16:20:58,5,2566,Pfluger Bridge @ W 2nd Street,3,3294,Guadalupe & 6th,16:20:58,Local365,14108511,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1341,266.0,10:08:50,1,2707,Rainey St @ Cummings,3,2707,Rainey St @ Cummings,10:08:50,Walk Up,14102803,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1342,961.0,0:48:04,11,2549,Long Center @ South 1st & Riverside,3,2563,Davis at Rainey Street,00:48:04,Local30,14101391,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1343,414.0,20:19:04,9,2711,Barton Springs @ Kinney Ave,3,2502,Barton Springs & Riverside,20:19:04,Walk Up,14111685,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1344,161.0,10:55:42,13,2539,Convention Center / 3rd & Trinity,3,2497,Capitol Station / Congress & 11th,10:55:42,Walk Up,14103328,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1345,936.0,15:03:04,93,2574,Zilker Park,3,2574,Zilker Park,15:03:04,Walk Up,14107071,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1346,575.0,15:33:28,152,2502,Barton Springs & Riverside,3,2549,Long Center @ South 1st & Riverside,15:33:28,Walk Up,14107648,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1347,262.0,12:23:18,4,2495,4th & Congress,3,2552,3rd & West,12:23:18,Local365,14104402,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1348,169.0,22:00:54,14,2823,Capital Metro HQ - East 5th at Broadway,3,2498,Convention Center / 4th St. @ MetroRail,22:00:54,Explorer,14112161,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1349,399.0,17:27:32,11,2563,Davis at Rainey Street,3,2568,East 11th St. at Victory Grill,17:27:32,Local30,14109652,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1350,993.0,14:46:15,36,2575,Riverside @ S. Lamar,3,2575,Riverside @ S. Lamar,14:46:15,Walk Up,14106759,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1351,367.0,16:16:38,168,2567,Palmer Auditorium,3,2567,Palmer Auditorium,16:16:38,Walk Up,14108450,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1352,528.0,17:08:25,16,2499,City Hall / Lavaca & 2nd,3,2494,2nd & Congress,17:08:25,Local30,14109298,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1353,347.0,18:04:33,81,2537,West & 6th St.,3,2711,Barton Springs @ Kinney Ave,18:04:33,Walk Up,14110203,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1354,440.0,18:23:06,12,2563,Davis at Rainey Street,3,2501,5th & Bowie,18:23:06,Walk Up,14110468,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1355,877.0,16:03:26,48,2707,Rainey St @ Cummings,3,2575,Riverside @ S. Lamar,16:03:26,Walk Up,14108204,2017,2017-03-19,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
1356,88.0,13:28:33,14,2504,South Congress & Elizabeth,1,2498,Convention Center / 4th St. @ MetroRail,13:28:33,Explorer,13493099,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1357,514.0,15:21:32,14,2548,UT West Mall @ Guadalupe,1,3390,Brazos & 6th,15:21:32,Local365,13494856,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1358,203.0,19:56:28,2,2822,East 6th at Robert Martinez,1,2544,East 6th & Pedernales St.,19:56:28,Local365,13497942,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1359,347.0,18:58:24,17,2501,5th & Bowie,1,2495,4th & Congress,18:58:24,Walk Up,13497647,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1360,577.0,23:35:26,8,2571,Red River & 8th Street,1,2540,17th & Guadalupe,23:35:26,Local365,13498535,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1361,453.0,9:35:02,4,2499,City Hall / Lavaca & 2nd,1,2498,Convention Center / 4th St. @ MetroRail,09:35:02,Local365,13490934,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1362,306.0,19:11:18,19,2571,Red River & 8th Street,1,2495,4th & Congress,19:11:18,Walk Up,13497737,2017,2017-01-20,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1363,417.0,15:12:00,27,2565,Trinity & 6th Street,10,2565,Trinity & 6th Street,15:12:00,24-Hour Kiosk (Austin B-cycle),9900278266,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1364,981.0,14:12:00,24,2536,Waller & 6th St.,10,2537,West & 6th St.,14:12:00,24-Hour Kiosk (Austin B-cycle),9900278166,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1365,209.0,16:12:00,13,2562,San Jacinto & 8th Street,10,2548,UT West Mall @ Guadalupe,16:12:00,24-Hour Kiosk (Austin B-cycle),9900278377,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1366,453.0,13:12:00,28,2565,Trinity & 6th Street,10,2566,Pfluger Bridge @ W 2nd Street,13:12:00,24-Hour Kiosk (Austin B-cycle),9900278055,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1367,545.0,23:12:00,5,2498,Convention Center / 4th St. @ MetroRail,10,2550,Republic Square @ Guadalupe & 4th St.,23:12:00,24-Hour Kiosk (Austin B-cycle),9900278603,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1368,55.0,20:12:00,20,2503,South Congress & James,10,2707,Rainey St @ Cummings,20:12:00,24-Hour Kiosk (Austin B-cycle),9900278571,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1369,466.0,16:12:00,24,2572,Barton Springs Pool,10,2562,San Jacinto & 8th Street,16:12:00,24-Hour Kiosk (Austin B-cycle),9900278390,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1370,101.0,15:12:00,17,2707,Rainey St @ Cummings,10,2575,Riverside @ S. Lamar,15:12:00,24-Hour Kiosk (Austin B-cycle),9900278279,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1371,303.0,14:12:00,25,2575,Riverside @ S. Lamar,10,2502,Barton Springs & Riverside,14:12:00,24-Hour Kiosk (Austin B-cycle),9900278220,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1372,370.0,17:12:00,11,2565,Trinity & 6th Street,10,2707,Rainey St @ Cummings,17:12:00,24-Hour Kiosk (Austin B-cycle),9900278445,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1373,663.0,12:12:00,24,2499,City Hall / Lavaca & 2nd,10,2711,Barton Springs @ Kinney Ave,12:12:00,24-Hour Kiosk (Austin B-cycle),9900278023,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1374,135.0,15:12:00,20,2504,South Congress & Elizabeth,10,2572,Barton Springs Pool,15:12:00,24-Hour Kiosk (Austin B-cycle),9900278287,2014,2014-10-13,76,69,61,72,59,46,87,63,38,30.04,29.8,29.65,10,10,2,20,10,36,0.09,"Rain , Thunderstorm"
1375,460.0,7:27:15,10,2498,Convention Center / 4th St. @ MetroRail,8,2822,East 6th at Robert Martinez,07:27:15,Local365,11336198,2016,2016-08-09,102,91,79,76,73,68,91,66,40,29.94,29.88,29.8,10,10,10,13,6,20,0, 
1376,860.0,7:23:47,18,3381,East 7th & Pleasant Valley,8,3455,Republic Square @ Federal Courthouse Plaza,07:23:47,Local365,11336113,2016,2016-08-09,102,91,79,76,73,68,91,66,40,29.94,29.88,29.8,10,10,10,13,6,20,0, 
1377,80.0,19:51:31,7,2499,City Hall / Lavaca & 2nd,8,2575,Riverside @ S. Lamar,19:51:31,Local365,11350088,2016,2016-08-09,102,91,79,76,73,68,91,66,40,29.94,29.88,29.8,10,10,10,13,6,20,0, 
1378,185.0,8:22:37,4,1007,Lavaca & 6th,8,2537,West & 6th St.,08:22:37,Local365,11337512,2016,2016-08-09,102,91,79,76,73,68,91,66,40,29.94,29.88,29.8,10,10,10,13,6,20,0, 
1379,466.0,16:59:46,8,2567,Palmer Auditorium,8,1007,Lavaca & 6th,16:59:46,Local30,11345588,2016,2016-08-09,102,91,79,76,73,68,91,66,40,29.94,29.88,29.8,10,10,10,13,6,20,0, 
1380,106.0,8:12:00,5,2550,Republic Square @ Guadalupe & 4th St.,9,2501,5th & Bowie,08:12:00,Annual Membership (Austin B-cycle),9900244014,2014,2014-09-15,88,79,69,70,68,67,97,76,55,30.13,30.09,30.02,10,9,6,8,2,13,0, 
1381,160.0,10:12:00,4,2499,City Hall / Lavaca & 2nd,9,2495,4th & Congress,10:12:00,Annual Membership (Austin B-cycle),9900244052,2014,2014-09-15,88,79,69,70,68,67,97,76,55,30.13,30.09,30.02,10,9,6,8,2,13,0, 
1382,625.0,15:12:00,40,2572,Barton Springs Pool,8,2542,Plaza Saltillo,15:12:00,24-Hour Kiosk (Austin B-cycle),9900214804,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1383,924.0,11:12:00,16,2495,4th & Congress,8,2711,Barton Springs @ Kinney Ave,11:12:00,24-Hour Kiosk (Austin B-cycle),9900214601,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1384,965.0,10:12:00,5,2561,State Capitol Visitors Garage @ San Jacinto & 12th,8,2561,State Capitol Visitors Garage @ San Jacinto & 12th,10:12:00,24-Hour Kiosk (Austin B-cycle),9900214561,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1385,895.0,9:12:00,91,2707,Rainey St @ Cummings,8,2707,Rainey St @ Cummings,09:12:00,24-Hour Kiosk (Austin B-cycle),9900214538,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1386,105.0,15:12:00,68,2566,Pfluger Bridge @ W 2nd Street,8,2566,Pfluger Bridge @ W 2nd Street,15:12:00,24-Hour Kiosk (Austin B-cycle),9900214769,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1387,344.0,15:12:00,41,2570,South Congress & Academy,8,2499,City Hall / Lavaca & 2nd,15:12:00,24-Hour Kiosk (Austin B-cycle),9900214775,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1388,646.0,15:12:00,37,2499,City Hall / Lavaca & 2nd,8,2499,City Hall / Lavaca & 2nd,15:12:00,24-Hour Kiosk (Austin B-cycle),9900214795,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1389,668.0,19:12:00,20,2712,Toomey Rd @ South Lamar,8,2711,Barton Springs @ Kinney Ave,19:12:00,24-Hour Kiosk (Austin B-cycle),9900214943,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1390,266.0,21:12:00,8,2496,8th & Congress,8,2499,City Hall / Lavaca & 2nd,21:12:00,24-Hour Kiosk (Austin B-cycle),9900215004,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1391,399.0,11:12:00,16,2562,San Jacinto & 8th Street,8,2564,5th & San Marcos,11:12:00,7-Day Membership (Austin B-cycle),9900214602,2014,2014-08-03,94,83,71,69,66,65,84,62,39,30.08,30,29.92,10,10,9,13,4,19,0, 
1392,302.0,12:12:00,7,2542,Plaza Saltillo,3,2569,East 11th St. & San Marcos,12:12:00,Walk Up,9900085561,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1393,183.0,19:12:00,16,2536,Waller & 6th St.,3,2550,Republic Square @ Guadalupe & 4th St.,19:12:00,Walk Up,9900086199,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1394,647.0,21:12:00,13,2539,Convention Center / 3rd & Trinity,3,2564,5th & San Marcos,21:12:00,Walk Up,9900086361,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1395,248.0,16:12:00,9,2564,5th & San Marcos,3,2571,Red River & 8th Street,16:12:00,Walk Up,9900085855,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1396,1000.0,16:12:00,20,2548,UT West Mall @ Guadalupe,3,2548,UT West Mall @ Guadalupe,16:12:00,Walk Up,9900085933,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1397,690.0,15:12:00,6,2564,5th & San Marcos,3,2539,Convention Center / 3rd & Trinity,15:12:00,Local365,9900085729,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1398,277.0,13:12:00,8,2501,5th & Bowie,3,2495,4th & Congress,13:12:00,Walk Up,9900085655,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1399,902.0,17:12:00,26,2542,Plaza Saltillo,3,2707,Rainey St @ Cummings,17:12:00,Walk Up,9900085997,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1400,663.0,21:12:00,10,2499,City Hall / Lavaca & 2nd,3,2539,Convention Center / 3rd & Trinity,21:12:00,Walk Up,9900086399,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1401,560.0,13:12:00,15,2536,Waller & 6th St.,3,2537,West & 6th St.,13:12:00,Walk Up,9900085629,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1402,420.0,18:12:00,16,2494,2nd & Congress,3,2504,South Congress & Elizabeth,18:12:00,Walk Up,9900086162,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1403,937.0,20:12:00,90,2565,Trinity & 6th Street,3,2563,Davis at Rainey Street,20:12:00,Walk Up,9900086247,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1404,815.0,12:12:00,89,2565,Trinity & 6th Street,3,2536,Waller & 6th St.,12:12:00,Walk Up,9900085569,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1405,16.0,20:12:00,13,2550,Republic Square @ Guadalupe & 4th St.,3,2575,Riverside @ S. Lamar,20:12:00,Local30,9900086272,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1406,890.0,18:12:00,11,2571,Red River & 8th Street,3,2494,2nd & Congress,18:12:00,Walk Up,9900086138,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1407,54.0,13:12:00,35,2565,Trinity & 6th Street,3,2568,East 11th St. at Victory Grill,13:12:00,Walk Up,9900085650,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1408,963.0,15:12:00,21,2539,Convention Center / 3rd & Trinity,3,2504,South Congress & Elizabeth,15:12:00,Walk Up,9900085724,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
1409,541.0,15:12:00,0,2501,5th & Bowie,3,2539,Convention Center / 3rd & Trinity,15:12:00,Walk Up,9900085728,2015,2015-03-21,61,58,55,58,56,54,100,95,90,30.15,30.08,30.01,10,7,2,10,4,17,0.43,Rain
